KE#B,0.2
KE#D,0.1
KE#S,0.3
G#AY,0.0002231644722160232
G#AI,0.0002231644722160232
V#PX,0.00036231884057971015
SA#M,0.5
T#Y,0.03986238875177623
H#Y,0.042739193783389993
G#AR,0.0004463289444320464
LA#M,0.1111111111111111
LA#F,0.1111111111111111
UE#T,0.017857142857142856
UE#L,0.07142857142857142
ECT#U,0.5
II#SM,0.5
H#O,0.1821272462360369
U#ART,0.00014688601645123384
EV#A,1.0
IA#S,0.0625
W#L,0.0009398496240601503
R#V,0.005900163030820588
#W,0.008927763534911778
R#Q,0.000931604689076935
R#Y,0.035478611909013275
KM#A,0.5
R#K,0.01638071578293611
R#I,0.17180343141060478
EI#X,0.19047619047619047
EI#R,0.047619047619047616
EI#M,0.047619047619047616
EI#L,0.047619047619047616
EI#N,0.23809523809523808
EI#D,0.19047619047619047
EI#G,0.09523809523809523
O#LL,6.498570314530803e-05
#CZ,1.5080681646810436e-05
T#HS,7.47887218607434e-05
#CT,1.5080681646810436e-05
#CH,9.048408988086261e-05
#CD,1.5080681646810436e-05
#CC,1.5080681646810436e-05
C#AO,0.00012453300124533
O#M,0.06212633220691448
B#EE,0.00038654812524159255
B#EU,0.00019327406262079628
Y#TH,0.0002810567734682406
Y#TE,0.0002810567734682406
R#G,0.014439872680692493
X#H,0.0070921985815602835
X#I,0.13152804642166344
X#L,0.015473887814313346
X#M,0.005802707930367505
X#N,0.004513217279174726
X#O,0.03159252095422308
X#A,0.06382978723404255
X#B,0.0051579626047711154
X#C,0.03417150225660864
X#D,0.0012894906511927789
X#E,0.07607994842037395
X#F,0.008381689232753063
X#G,0.0012894906511927789
X#P,0.1031592520954223
X#Q,0.0019342359767891683
X#R,0.0038684719535783366
X#T,0.12056737588652482
X#W,0.004513217279174726
IA#R,0.041666666666666664
AR#T,0.015625
F#UE,0.0012229922543823889
I#LE,0.00040376074291976696
LA#N,0.1111111111111111
C#UE,0.0017434620174346202
RI#B,0.2
RI#C,0.2
RI#N,0.4
HO#R,1.0
J#AY,0.0012254901960784314
NE#D,0.041666666666666664
CC#R,0.008849557522123894
CC#U,0.21238938053097345
CC#A,0.20353982300884957
CC#I,0.10619469026548672
CC#O,0.08849557522123894
SO#N,0.8
I#SS,5.768010613139528e-05
I#SX,5.768010613139528e-05
IO#N,0.9661016949152542
Z#TA,0.0005162622612287042
D#UR,0.00011852554225435582
E#BU,6.372267890142101e-05
GR#E,0.14285714285714285
GR#A,0.42857142857142855
GR#O,0.2857142857142857
U#ER,0.0002937720329024677
L#UA,7.823501799405414e-05
L#UH,7.823501799405414e-05
L#UX,0.00015647003598810827
SS#R,0.041666666666666664
SS#A,0.041666666666666664
A#SM,0.0004439959636730575
M#BA,0.00011346873936230568
R#TH,0.00031053489635897837
CQ#U,1.0
#EMDR,1.5080681646810436e-05
O#DP,6.498570314530803e-05
O#DT,6.498570314530803e-05
I#RE,0.0003460806367883717
IO#L,0.00423728813559322
#KN,4.5242044940431305e-05
#KM,3.0161363293620872e-05
#PC,1.5080681646810436e-05
#PM,1.5080681646810436e-05
#PH,0.00010556477152767306
U#DE,0.0017626321974148062
T#EU,7.47887218607434e-05
T#EI,7.47887218607434e-05
S#O,0.0618860510805501
S#N,0.004490597810833568
S#L,0.018032556834128542
S#K,0.04806342969407802
S#J,0.000140331181588549
S#G,0.0009823182711198428
S#F,0.001122649452708392
S#E,0.0618860510805501
S#C,0.03508279539713725
S#B,0.005543081672747685
S#A,0.06939376929553746
S#Y,0.010524838619141174
S#U,0.02638226213864721
S#T,0.17927308447937132
S#Q,0.00203480213303396
DD#U,0.14285714285714285
OW#S,0.2
OW#A,0.1
OW#I,0.1
R#IO,7.763372408974459e-05
R#IA,0.00023290117226923375
R#IE,0.0004658023445384675
BE#D,0.16666666666666666
BE#S,0.16666666666666666
#CCS,1.5080681646810436e-05
XA#M,1.0
JC#I,1.0
E#Y,6.372267890142101e-05
E#X,0.051169311157841076
E#Z,0.009877015229720258
E#U,0.004014528770789524
E#W,0.0008921175046198943
E#V,0.02453323137704709
E#Q,0.005416427706620787
E#P,0.020964761358567514
E#S,0.09985343783852674
E#R,0.04976741222200981
E#M,0.048811572038488495
E#L,0.12317593831644683
E#O,0.012808258459185625
E#I,0.0028675205505639457
E#H,0.004715478238705155
E#K,0.020327534569553305
E#J,0.0034410246606767347
E#E,0.0016567896514369464
E#D,0.09386350602179315
E#G,0.02510673548715988
E#F,0.012871981138087045
E#A,0.011087746128847257
E#C,0.04568916077231887
E#B,0.012871981138087045
X#OR,0.003223726627981947
V#EY,0.00036231884057971015
V#EA,0.00036231884057971015
X#TH,0.0006447453255963894
S#OR,7.01655907942745e-05
R#CE,7.763372408974459e-05
PP#E,1.0
IR#E,0.16666666666666666
IR#C,0.3333333333333333
SZ#A,0.5
V#ER,0.008333333333333333
C#EY,0.00012453300124533
A#CHS,4.0363269424823414e-05
CH#I,0.1388888888888889
U#FE,0.00014688601645123384
RO#R,0.25
R#Z,0.005046192065833398
C#IE,0.00024906600249066
U#ME,0.0016157461809635722
BA#NK,1.0
U#MM,0.00014688601645123384
EW#BA,0.023255813953488372
U#EI,0.0002937720329024677
A#NE,0.0003632694248234107
G#OU,0.0002231644722160232
W#EI,0.0009398496240601503
W#EE,0.0018796992481203006
#CXC,1.5080681646810436e-05
U#PE,0.00014688601645123384
O#TH,0.0003249285157265402
